what,kind,bundleId,bundleVersion,description,time
started,bundle,com.python.pydev.analysis,2.6.0.2012062818,"com.python.pydev.analysis",1353384109867
started,bundle,org.python.pydev,2.6.0.2012062818,"org.python.pydev",1353384109896
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1353384109938
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353384126474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384132468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384151202
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353384154786
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384154970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384159492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384171013
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353384171032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1353384173204
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384177134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384179750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384180498
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353384187676
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384188129
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353384191731
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384191848
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353384207867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384221274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384241250
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384241277
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353384252884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384333930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384364154
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384364190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384376714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384510930
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384512263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1353384516793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384518683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384519459
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384557497
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1353384634975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353384706331
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384707961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353384708848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384716386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384777944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384783498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353384875898
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353384877092
