what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446464702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446466018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1353446541487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353446542817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1353446557589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353446559849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353446610398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446611268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446612795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353446721258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446736558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446738065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446745775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353446757840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353446966083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447019510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447048783
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353447126017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447129755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447139331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447141573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447157567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447171847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447240901
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353447240940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447288581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447309581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353447311446
