what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353388326447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388347755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388347903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1353388354544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353388359911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388361917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388362349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1353388593591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353388620995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388622478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388623555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388623630
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1353388627161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388627225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388865863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388897526
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1353388953983
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1353388954022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353388955651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388957094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353388958620
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353388980227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353389001923
