what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1353709566775
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353709566803
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353709573898
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353709582469
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353709592492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709596195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709676649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709696889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709705156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353709717383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709761728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709782336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709793832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709816504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709824463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709834736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709839576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709843832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709870536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709879880
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353709978256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709982205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353709983794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710041908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710043065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1353710104477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353710108018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710109640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710111507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710186657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710187895
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353710231769
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353710268653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710324304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710325366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710416420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710417470
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353710426279
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1353710432463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1353710559204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353710562043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353710594752
