what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1351787560007
os,sysinfo,,,"linux",1351787560009
arch,sysinfo,,,"x86_64",1351787560009
ws,sysinfo,,,"gtk",1351787560009
locale,sysinfo,,,"en_US",1351787560009
processors,sysinfo,,,"8",1351787560009
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1351787560009
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1351787560009
java.specification.name,sysinfo,,,"Java Platform API Specification",1351787560009
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351787560009
java.specification.version,sysinfo,,,"1.6",1351787560009
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1351787560009
java.version,sysinfo,,,"1.6.0_24",1351787560009
java.vm.info,sysinfo,,,"mixed mode",1351787560009
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1351787560009
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351787560009
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351787560009
java.vm.specification.version,sysinfo,,,"1.0",1351787560009
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1351787560009
java.vm.version,sysinfo,,,"20.0-b12",1351787560009
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1351787560021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787560022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787575897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787575915
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1351787576074
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1351787576147
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1351787576209
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1351787576270
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1351787576375
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1351787576375
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1351787576386
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1351787576398
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1351787576408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787579396
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1351787579436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787585750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787775636
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787778463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787778508
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787805651
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787805687
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787851241
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787851273
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787860908
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351787868877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351787876971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788361850
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351788363763
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351788375565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351788441591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788456969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788678536
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351788678614
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1351788713627
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1351788713634
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1351788713678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788893639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788897520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351788899073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788980456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351788980614
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1351789036688
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1351789036714
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1351789036720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351789038037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351789040888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351789051425
